Date,Open,High,Low,Close,Volume
2024-01-01,200.19699325126325,203.24817444987838,198.56908320907337,200.7949544277731,350195
2024-01-02,200.02261798204876,202.6984369391885,199.4671585446327,200.83618036629653,243748
2024-01-03,201.5041922366505,203.90630826187203,200.94085260731777,201.32275727174292,504032
2024-01-04,204.37969923921662,206.96330466067175,202.8211382363186,204.42219275368805,132733
2024-01-05,203.96316379135345,205.80901204569037,203.64283806621194,205.3136009852779,841040
2024-01-08,203.6919461667402,205.2089395178815,201.6953107504713,205.01398675361978,626338
2024-01-09,206.62692865095678,209.3989037713243,206.75587251098764,207.0268000929268,209996
2024-01-10,209.60858176792595,210.93527770803146,206.37529326525782,208.35654026496022,658221
2024-01-11,207.03656963812648,210.1102467839634,207.28978232290203,208.16410123328123,649239
2024-01-12,209.01024501311562,211.28770333908807,206.67893600657897,208.7786905761713,656701
2024-01-15,207.85518050232955,209.55707164607207,206.47898463017762,207.0851595596709,265873
2024-01-16,208.0676845750269,208.6059599305841,204.6169977489711,206.41523253594207,810979
2024-01-17,206.81092968867785,209.6834422422753,206.93925875487093,208.01879634203652,999005
2024-01-18,203.55600259311763,205.56021925658166,202.1525828262235,204.07813927884644,533816
2024-01-19,201.24939659655084,202.2143894845155,197.8718506587619,199.36464771500707,813135
2024-01-22,199.9168949233061,201.27746601039033,197.63968498317783,198.62982499538404,321888
2024-01-23,197.79436257274787,199.44022911448445,195.4014211545788,196.62236802402546,885332
2024-01-24,197.30451875012974,198.96470340974292,195.8972157180706,198.13249858323732,845453
2024-01-25,195.31444011977757,197.22383085027732,194.5635828154619,195.01208602050616,867950
2024-01-26,193.48534398217572,193.8360214220086,191.39294138215874,192.356274706296,266472
2024-01-29,196.93810705842515,197.7359153621623,194.41072645632377,196.67918725091633,497710
2024-01-30,195.74132826522472,196.19968702679034,193.3254864582149,194.98489180330554,311760
2024-01-31,195.90608426751254,197.19405492483764,195.17196612788982,196.06835110427647,222744
2024-02-01,192.47332070346638,194.49865178556095,191.85143613696135,192.38972807823927,975863
2024-02-02,192.36358293347934,192.89767957135203,189.42377409894235,191.02347985261414,830051
2024-02-05,191.42052974363023,193.7281087676532,189.76591467873334,191.5327866285141,601946
2024-02-06,189.39181356447907,190.30545559154868,188.33314158609915,190.1889889553819,143001
2024-02-07,190.34672400559475,191.07054750586036,188.75558593275883,191.2072440645745,691652
2024-02-08,189.30979450589322,191.4397748698436,188.23981138256204,189.95501347765827,931460
2024-02-09,188.19600571376793,189.9315675317603,187.83494392949024,188.50555330817468,338506
2024-02-12,186.73744667395735,188.2618940497827,186.080376214599,187.84394329762026,853019
2024-02-13,191.43356947838012,192.75681591360646,190.00562493744474,190.6222979843285,530789
2024-02-14,190.7625960505015,193.2253220502182,189.51802272031924,190.771630404543,756166
2024-02-15,189.2323895289544,190.00155514110287,188.4144438121792,189.86258472315143,811998
2024-02-16,190.02372834086395,192.46078386195356,188.2662132949832,189.74100675733703,752589
2024-02-19,188.23559581408315,188.94401054036106,185.8008941214143,187.44433267208245,599722
2024-02-20,188.75622166548618,189.2944062427202,186.7947193723435,188.10681531067505,785117
2024-02-21,183.8753496262683,186.33441181575975,183.1995098199352,183.82476696037108,658924
2024-02-22,181.78853901121445,183.69660069804684,180.99627522225396,181.4782013250062,835457
2024-02-23,181.7778822804428,184.28391272956128,180.38146288715097,182.67513604850424,279352
2024-02-26,183.1127360275012,185.938168754001,182.1165237414479,183.82883518774068,910694
2024-02-27,185.3086431137155,186.7804268078607,183.50348877024584,185.11406607108955,966867
2024-02-28,183.7421337741086,185.63002678076154,181.77557171517145,184.73231320763603,293283
2024-02-29,184.11496758468982,184.64113163886304,181.3501442071342,183.1788533963763,550195
2024-03-01,180.04745602177323,182.6285471017831,178.13857488566185,180.0570215791083,869884
2024-03-04,179.46149173990412,180.14015079798043,177.14704727867954,178.85787111179081,531413
2024-03-05,178.69766447331608,179.555151594948,176.45037836166514,178.35779863856632,403988
2024-03-06,180.4827306871902,180.94836596865906,178.9549671333933,179.82758048762028,426898
2024-03-07,180.9218421622118,181.5293912719424,178.61323281840345,181.22698760080974,963561
2024-03-08,177.2762913026805,179.87790630374184,175.22048169538516,177.27143277876846,402186
2024-03-11,177.79851394626158,180.2727376542,177.5103400729632,178.20487177487956,161665
2024-03-12,178.18967114083858,179.22256126453033,176.77787890334844,177.20286591061358,346584
2024-03-13,176.63800766730648,177.29467474055957,174.72384211797493,175.56570037081488,216953
2024-03-14,178.1301752507458,178.04671006955448,175.07901476784912,178.09702804333708,576072
2024-03-15,178.51071492137575,180.07499455974684,176.78756821577477,179.78933206272418,782736
2024-03-18,181.58641566304433,182.12516650896626,180.32384693043,180.40490706416998,286626
2024-03-19,180.32292657983388,181.04469899560405,177.75798423548753,180.18318161798763,245271
2024-03-20,178.19028704682069,180.75701275988948,177.5660392012273,178.80268331098839,218533
2024-03-21,178.62334031203002,181.31074253073194,177.05051898166727,180.27945223108466,698069
2024-03-22,181.9236793301213,182.5013058254331,179.25720018526977,182.04114854343584,565966
2024-03-25,180.63203578221044,182.89282011717702,178.30643214642836,180.33351656478908,166262
2024-03-26,180.79542915603955,182.08756543591454,178.67438528293306,179.15671021916322,933032
2024-03-27,177.1786464077635,179.50780975953373,176.5694626498356,177.43645637328083,176898
2024-03-28,176.0972230300694,177.23012989881832,174.4598742624882,175.58995683567133,555699
2024-03-29,176.5349946912335,178.47094017599358,176.51898905783614,177.3986964907903,249369
2024-04-01,179.17153199401105,180.83968208728197,177.61477535576952,179.35999547914605,654736
2024-04-02,179.02873146098096,180.9121452224215,177.57439784685883,178.97891201326462,388316
2024-04-03,182.3364151013658,183.72295788183177,179.20783031433078,182.37712613450162,107657
2024-04-04,182.7609321523907,182.9593246882578,179.93726403685048,183.3993420724054,577602
2024-04-05,181.18642905132626,181.87244348280186,179.52943479058277,181.1916785663934,880977
2024-04-08,181.58075038105187,182.45509469684836,179.82511458244386,181.20644798450147,474999
2024-04-09,185.693563627363,185.52062015037473,182.54963108597192,184.48377719877553,784191
2024-04-10,184.65240068236216,187.07843163553892,182.66821568616206,183.90429182061183,107906
2024-04-11,188.62999665808806,189.90411349790497,187.00210157565851,188.8253953922659,423557
2024-04-12,182.63557738810587,184.20565522914006,181.35621930034523,181.9928097367457,678316
2024-04-15,184.15500143856568,185.09678090101787,183.64279374941287,184.55414553074436,893719
2024-04-16,184.50056628753143,186.05843846642588,182.16710466167476,184.12331715756662,395804
2024-04-17,183.57994776358876,185.4241355568216,182.2648427463587,184.08554802029207,568974
2024-04-18,184.655932328684,185.00711730815152,183.20342795732455,184.46355434503522,946936
2024-04-19,180.19101651931464,181.55327903760565,178.34217437031796,180.8450593465441,815080
2024-04-22,179.2106573537483,181.04324143224943,178.0099754825389,179.15907450697588,727267
2024-04-23,181.2596062530273,182.19215730258261,179.2441316704125,179.48244876379513,134701
2024-04-24,183.18402763870762,185.1864324976965,182.68913001156196,182.69001645609882,183300
2024-04-25,182.4668104816419,182.97031277895798,180.5365583682283,183.1797420431101,865537
2024-04-26,181.57566177555663,182.01194278288048,179.22210215181994,181.51049770875258,773034
2024-04-29,180.00767945828642,181.5109232978869,177.71456668298717,179.95402967079906,183560
2024-04-30,180.82380378327932,183.09628021902276,180.0496806996386,181.7910414227299,342615
2024-05-01,183.1271741684089,184.4604896035586,180.0431469205449,182.5775832702745,143642
2024-05-02,181.44340561979072,183.00537677688578,179.58417583609892,180.53873207089478,617083
2024-05-03,181.88433560918878,183.04039323403745,180.59264843680384,183.0433482717245,591036
2024-05-06,181.68722362389747,183.04981697337155,180.155372273254,182.24622052835483,427304
2024-05-07,184.93401983817708,186.13080801604912,183.03900372721168,184.11224651613549,904034
2024-05-08,183.18200878373878,183.494885892965,182.17383281498047,182.9796986824474,465464
2024-05-09,182.35346116263887,183.95809014123316,181.72897362605954,181.38047091223635,713089
2024-05-10,182.29010783852382,183.88278315527182,179.49204816107468,180.83488940993408,388075
2024-05-13,179.1524871986067,180.2262411319094,176.83467367345074,179.05136000901038,194377
2024-05-14,178.47088308975233,180.44387318269986,177.2593737940884,178.3331306661371,915624
2024-05-15,179.3130880102377,181.4762203115313,178.7637155516288,179.8959480935794,932974
2024-05-16,179.19684906756046,181.11637656891457,178.927127836758,179.1905690072942,928952
2024-05-17,179.71858910632656,180.82193009981307,178.70160718984545,179.00928774926516,426916
2024-05-20,175.46701990655194,178.78288465463345,175.1987799194672,175.97734251062178,551978
2024-05-21,175.6984437612923,176.83086966715123,173.87882901784042,175.2700098244796,412250
2024-05-22,175.39815272997754,177.29561648614398,173.5887472682967,175.31132716886464,705409
2024-05-23,174.0222120935764,175.57938210396503,171.89373097600546,172.86292425129926,125559
2024-05-24,172.6302728941527,173.8376916662995,170.6377920077334,173.07891867731468,992027
2024-05-27,174.396725719694,174.39293371210027,172.55770017630334,173.70631191474814,658030
2024-05-28,176.74784638668143,178.22813891552585,175.99860393445138,177.8539252434963,956101
2024-05-29,178.56864312190373,178.4121821897378,175.8084325129524,178.74939801708422,777114
2024-05-30,177.6458166445442,179.07972524139208,177.09775375523768,178.85598351430073,235044
2024-05-31,178.03652206946862,180.10796103518058,176.49777408789214,177.67182824552938,957263
2024-06-03,174.9989957893089,175.04678235467028,172.17967764025633,173.46677132787238,212217
2024-06-04,173.6512121615489,175.4893285674389,171.95233605953607,173.875905395451,666161
2024-06-05,173.93034051719872,176.66158834867235,173.67769076487536,174.66199358813395,992964
2024-06-06,179.8428270884901,179.94486582317563,177.04514670138101,178.50117357867248,503119
2024-06-07,179.4536730952339,181.14253698731963,177.5293674359827,179.00633251654423,758380
2024-06-10,179.89898997257956,180.68040425635576,178.60020593021105,179.81038040464276,928187
2024-06-11,179.93516805633269,180.2836008226418,178.12899965492196,179.21575894903242,972388
2024-06-12,177.29536397885462,179.10338942288774,174.74984994158848,177.75173949965108,186988
2024-06-13,178.99915883900337,181.25344641474922,178.01032453320371,178.708757227457,669936
2024-06-14,180.69081877357087,183.25437081361713,179.841923565988,180.14970235003463,225991
2024-06-17,181.94468611425194,184.55163276825687,180.81468897201563,183.0378681930563,502732
2024-06-18,181.57961689372686,182.86967763182932,179.78242453350325,180.75369840347201,606079
2024-06-19,183.73508798246405,184.63237353807443,182.9165777367145,183.9451091857873,626684
2024-06-20,180.56630510087456,181.61948135490672,180.00684282352597,180.63425694455475,184082
2024-06-21,181.8623280622361,183.93954595822953,181.18222477703227,181.43112052142604,228322
2024-06-24,187.2137943857914,188.4328971851023,185.51542231954318,186.95743234191616,756951
2024-06-25,183.64485786253854,186.81916534030773,183.56050071100756,184.93698681424436,111303
2024-06-26,183.37801926113443,184.53079495092368,181.4238101074944,183.59495253880968,261633
2024-06-27,183.41663968504506,184.6488984988617,182.54110215847786,182.94915260173607,433863
2024-06-28,182.62081948991303,184.45073694052772,181.206576452396,182.5783723527819,349690
2024-07-01,178.33280452455315,180.47819123741752,177.00300733709946,179.01853195079153,884108
2024-07-02,180.1779579244118,181.79522475773064,177.98578682599776,178.61687425317677,199616
2024-07-03,178.17333924403854,179.52592818275733,175.47398720202926,178.1437298299958,186231
2024-07-04,178.3865539075201,179.6142755950917,177.41164779793843,177.5299248021796,369458
2024-07-05,176.81074071962786,178.41918120745706,175.53286103425674,177.31791377951566,119623
2024-07-08,180.36230664426373,181.5263936300785,178.9355706493762,179.40931942782507,823035
2024-07-09,178.36527856586346,178.65704903490854,177.11293117109233,177.32106715491392,590042
2024-07-10,176.61175635065382,179.61178407818443,176.24949758676138,177.390480159582,558298
2024-07-11,179.0862894198983,180.44421744446038,178.07969173101117,179.67960437131748,576840
2024-07-12,176.68541415946245,178.62489899891222,175.79457899918262,176.93643383951584,205228
2024-07-15,176.7751652785098,178.06700313796625,176.1856321937038,177.5400262316279,526346
2024-07-16,180.0140779157193,181.83223590146227,178.11963190840441,179.8587561778913,807116
2024-07-17,177.19495700488542,177.60462633281574,175.41355553853583,176.71077610438311,984056
2024-07-18,177.54662771822558,177.21716599537262,175.46695097031588,177.39388199554267,781652
2024-07-19,177.11693502371713,179.5260202337474,175.70842173919917,176.71459229862725,998217
2024-07-22,178.005378116145,179.46147537803577,176.89811236720476,178.75775195174978,620547
2024-07-23,177.27468300063197,177.44362787788813,175.7263763230251,175.7474194863465,972638
